# ra dec outfile fov
348.31886449884615 1.4397062117285437 42679090020373852.png 4.699999809265137
348.31836713344904 1.4393899647913109 42679090020373853.png 5.300000190734863
348.34416138948194 1.4408721629027075 42679090020373900.png 4.800000190734863
348.35255780957965 1.4411526311246576 42679090020373904.png 2.9000000953674316
348.3171820588261 1.4447516476581017 42679090020374036.png 3.700000047683716
348.2543317352115 1.4484838894149494 42679090020374206.png 6.099999904632568
348.28142089288536 1.4491685906112373 42679090020374218.png 5.199999809265137
348.2512362251228 1.4492140312254325 42679090020374241.png 4.599999904632568
348.32539940508514 1.4498645743868923 42679090020374257.png 2.700000047683716
348.2812821020692 1.4515878730576828 42679090020374363.png 4.699999809265137
348.33362395460716 1.4531822895001891 42679090020374371.png 3.299999952316284
348.2648067534491 1.4579564270719567 42679090020374517.png 2.9000000953674316
348.29145385425056 1.4585873757001462 42679090020374556.png 4.800000190734863
348.3048176833554 1.4589796176044343 42679090020374586.png 4.5
348.33296508563905 1.4605835192890844 42679090020374650.png 2.799999952316284
348.3383346983139 1.4666045354005568 42679090020374805.png 2.799999952316284
348.25313340313966 1.4685286569265996 42679090020374862.png 4.800000190734863
348.32477974562016 1.468749162374495 42679090020374875.png 3.5
348.4078396419205 1.47604558514473 42679090020375039.png 5.400000095367432
348.34147403133045 1.479214336484237 42679090020375229.png 3.9000000953674316
348.41180058855997 1.4794581925404562 42679090020375369.png 5.400000095367432
348.33724270143733 1.4811715173324336 42679090020375420.png 5.300000190734863
348.4087612613068 1.483176393317806 42679090020375517.png 4.900000095367432
348.40909212809225 1.483674265010463 42679090020375518.png 4.0
348.33542656287386 1.4849150222638732 42679090020375551.png 5.0
348.31800974969775 1.4860915989820325 42679090020375609.png 3.5
348.31888048609926 1.4870794354910786 42679090020375610.png 6.0
348.3261691562408 1.4872017391181476 42679090020375700.png 4.5
348.084528106242 0.05354188966898047 42679193099573893.png 4.5
348.0792593017965 0.0002846168211729904 42679193099589572.png 3.700000047683716
348.0772329775609 0.0025309198657285734 42679193099589684.png 3.299999952316284
348.07871447936503 0.0036792658882391764 42679193099589685.png 5.900000095367432
348.09014713604483 0.0026386320957054953 42679193099589708.png 4.199999809265137
348.1349723585992 0.004942517622037492 42679193099589746.png 5.099999904632568
348.06882843126215 0.018630631320447108 42679193099590548.png 4.0
348.1365857963735 0.0213252860903367 42679193099590586.png 5.300000190734863
348.12084911133036 0.01968817869352653 42679193099590607.png 4.099999904632568
348.12200842851644 0.019646537340929117 42679193099590608.png 5.5
348.0659928332868 0.019663594548353806 42679193099590642.png 3.700000047683716
348.0869191359067 0.02719868713142639 42679193099590907.png 3.200000047683716
348.06653936041397 0.02800618778378464 42679193099590991.png 3.200000047683716
348.06529268276176 0.028137288132331503 42679193099590992.png 4.300000190734863
348.1523383140565 0.0345544347665896 42679193099591210.png 2.700000047683716
348.074896194347 0.03251660162608658 42679193099591312.png 4.199999809265137
348.0906539719957 0.04381360422910924 42679193099591638.png 6.300000190734863
348.0779004456179 0.0472720800658337 42679193099591989.png 3.5
348.06248958253184 0.050378414525423555 42679193099592123.png 5.400000095367432
348.0846475127021 0.0512485709157013 42679193099592177.png 4.199999809265137
348.1034456568044 0.053857927934604276 42679193099592237.png 6.199999809265137
348.0771087829483 0.05855895358707367 42679193099592528.png 3.200000047683716
348.06145634881386 0.05940193356608056 42679193099592566.png 6.300000190734863
348.0618347488624 0.058781675739393094 42679193099592567.png 3.9000000953674316
348.0628871481768 0.05788982736632508 42679193099592569.png 2.5999999046325684
348.062818018912 0.06003183440598318 42679193099592570.png 6.900000095367432
348.0625703864026 0.06006557344236896 42679193099592571.png 7.800000190734863
348.0613152157161 0.0581788665983579 42679193099592575.png 17.299999237060547
348.08415724301113 0.058809566211238666 42679193099592588.png 4.400000095367432
348.12148571564677 0.06302257992585554 42679193099592726.png 4.5
348.05984936588555 0.0673990012520201 42679193099592778.png 3.4000000953674316
348.0626945663065 0.06533238285889541 42679193099592927.png 2.700000047683716
348.160061905977 0.06667808627899528 42679193099592930.png 5.300000190734863
348.05964501499506 0.07009484460567066 42679193099593170.png 3.4000000953674316
348.0689494116361 0.07191240767993265 42679193099593222.png 4.199999809265137
348.06801928988244 0.07343991173654568 42679193099593223.png 4.099999904632568
348.0681750824243 0.07713647071832955 42679193099593361.png 3.799999952316284
348.06765454546604 0.07571422875356748 42679193099593362.png 3.0
348.1175935513601 0.08062530366313105 42679193099593512.png 3.5999999046325684
348.10250457512973 0.08065725012448395 42679193099593543.png 3.9000000953674316
348.1215908521169 0.07994070646552189 42679193099593601.png 3.0999999046325684
348.06408897771337 0.07972435520761727 42679193099593663.png 6.0
348.15538879271975 0.08979772328103085 42679193099594007.png 5.199999809265137
348.1255441175978 0.0899135050294147 42679193099594087.png 3.200000047683716
348.1177582991303 0.09639014427128824 42679197394534974.png 3.5
348.1781016126643 0.1007762633394036 42679197394535183.png 4.5
348.17321110366976 0.10589474808125493 42679197394535468.png 6.300000190734863
